Area,Year,Savanna fires,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use,Rural population,Urban population,Total Population - Male,Total Population - Female,total_emission,Average Temperature ??C
Trinidad and Tobago,2019,0.23,1.67,0.47,7.06,0.00,32.00,284.69,43.51,82.37,396.89,1135.19,121.43,70.12,816.92,404.60,14127.13,14750.00,50.63,76.06,42.94,0.00,1.67,71.75,643884.00,731559.00,751897.00,768058.00,32517.33,1.27
Kenya,2013,156.37,1.03,338.57,61.44,158.35,33.00,660.37,25.83,8157.70,68.43,160.30,12.83,68.41,6405.37,82.55,356.49,2331.95,358.59,11908.99,1059.91,0.00,0.00,113.22,33712691.00,11114158.00,22259261.00,22533107.00,32519.72,0.88
Mongolia,1995,488.53,154.00,23.60,434.92,22232.87,7.00,100.06,-64.00,1281.84,193.72,292.91,132.21,69.90,1774.01,469.13,398.71,60.98,537.95,2596.97,975.08,0.00,0.00,378.81,992629.00,1305410.00,1158033.00,1172301.00,32539.19,1.41
Kenya,2005,157.45,6.47,273.41,31.24,164.61,0.00,337.45,26.52,14977.41,45.10,71.07,12.66,67.63,5787.29,63.44,356.49,1088.39,251.75,7872.87,670.65,0.00,0.00,288.08,28234834.00,7813454.00,17802747.00,18040263.00,32549.98,0.82
Kenya,2012,601.56,8.15,344.68,58.07,158.88,31.00,554.04,25.83,8157.70,55.46,145.48,9.77,68.41,6321.64,56.36,356.49,2126.99,352.52,12017.79,1067.36,0.00,0.00,63.04,33007200.00,10639429.00,21733578.00,21992229.00,32581.23,1.07
Greece,2010,3.55,0.00,264.72,424.09,1284.96,126.00,1654.22,-2492.96,0.00,4437.81,3592.63,1950.79,948.72,4701.96,2136.78,161.21,8891.71,378.64,1360.39,811.12,0.00,0.00,1959.71,2713565.00,8732440.00,5449537.00,5584246.00,32596.07,1.54
Greece,1994,15.98,28.83,304.51,334.17,1291.98,57.00,1345.15,-2343.06,0.00,3446.04,1140.38,1974.50,936.66,4795.54,1779.76,247.81,11594.32,384.26,1354.29,861.59,0.00,0.00,3091.26,2991936.00,7692882.00,5287470.00,5359947.00,32640.98,0.88
Iraq,2020,315.32,0.00,595.30,797.45,0.00,10.00,3220.31,44.33,451.77,5389.33,208.24,431.04,6.48,11287.36,0.40,197.48,7458.39,101.91,1903.01,233.07,0.00,0.00,,12080190.00,29422695.00,21297577.00,21259406.00,32651.20,1.83
Austria,2009,0.00,0.39,261.73,926.34,284.09,61.00,1759.62,-6414.84,156.27,1171.21,1149.92,190.40,624.11,1625.03,1346.74,1953.63,24014.70,594.20,403.68,1533.78,0.00,0.00,1019.59,3541925.00,4828113.00,4061413.00,4281523.00,32661.58,1.47
Uzbekistan,2010,1.70,0.00,489.09,425.88,0.00,138.39,591.56,-11605.24,0.00,9373.89,1060.95,7889.37,291.13,2848.68,176.42,4032.52,8419.70,1169.98,2585.38,2557.05,0.00,0.00,2218.80,14029623.00,14576671.00,14294237.00,14319989.00,32665.27,1.86
Greece,2013,6.76,0.26,268.01,396.55,1282.33,207.00,1237.40,0.00,0.00,4663.30,3622.99,1760.58,644.51,5176.80,2003.97,224.87,8580.83,360.61,1302.99,727.39,0.00,0.00,210.55,2563761.00,8757539.00,5368846.00,5545659.00,32677.69,1.27
Papua New Guinea,1991,137.25,794.73,0.27,2.34,17636.00,5.00,57.88,0.00,4137.05,12.33,0.58,42.58,67.63,206.26,209.59,7828.57,38.87,46.08,55.41,441.87,0.00,725.32,260.27,3767679.00,655328.00,2113559.00,1877437.00,32705.89,0.26
Papua New Guinea,1990,137.25,794.73,0.23,2.24,17636.00,11.48,57.52,0.00,4137.05,12.30,0.40,40.34,67.63,204.43,209.59,7828.57,37.68,45.63,55.94,441.79,0.00,725.32,263.78,3666342.00,646717.00,2050970.00,1814003.00,32709.90,0.45
Kazakhstan,2009,2282.15,0.00,1587.60,534.82,0.00,315.00,1477.10,-2993.69,1480.05,2525.42,1423.32,196.83,2472.74,2324.56,3488.22,583.85,5987.95,932.09,2541.19,1853.33,0.00,0.00,3699.52,6998909.00,9185254.00,7801675.00,8600694.00,32712.05,1.12
Uganda,2008,1778.30,47.72,232.50,250.88,5869.28,1.00,142.99,-2016.87,10472.36,9.37,1842.03,0.41,3.07,5114.41,600.55,387.33,327.09,350.26,6168.61,783.60,0.00,45.52,340.42,25842671.00,5821225.00,14997204.00,15512657.00,32750.83,0.78
Trinidad and Tobago,2007,1.05,1.39,0.48,7.70,0.00,4.00,280.62,51.98,84.37,466.40,591.45,126.81,108.26,783.08,409.22,13636.00,15980.80,42.40,62.14,36.56,0.00,1.39,81.75,594531.00,714729.00,684258.00,700602.00,32757.85,0.57
Greece,2009,17.64,0.26,291.71,395.60,1286.11,85.00,1842.47,-2492.96,0.00,4400.35,3573.87,1857.85,845.59,4548.83,2268.84,109.44,8995.88,379.00,1346.49,807.12,0.00,0.00,2213.17,2754332.00,8689496.00,5468239.00,5587257.00,32772.26,0.89
Kazakhstan,1995,3837.84,37.37,931.41,517.59,0.00,356.00,1049.57,-1117.42,294.77,1084.50,38.95,8208.68,1134.83,1269.45,577.16,49.04,3402.93,1251.06,3444.35,2460.11,0.00,0.00,3984.19,7067970.00,8966986.00,7892920.00,8541404.00,32812.36,1.95
Mongolia,1996,380.95,288.83,20.76,481.74,22259.29,6.00,111.16,-64.00,1281.84,164.50,199.42,108.08,69.90,1827.43,477.63,401.59,60.29,564.34,2820.88,1047.76,0.00,0.00,352.13,1001687.00,1314880.00,1170894.00,1186139.00,32860.52,0.51
Papua New Guinea,1992,137.25,794.73,0.30,2.31,17636.00,6.00,57.88,0.00,4137.05,12.80,0.77,43.34,67.63,207.79,209.59,7952.56,40.06,49.75,54.34,484.44,0.00,725.32,260.27,3872009.00,663511.00,2186510.00,1950133.00,32880.19,0.55
Mongolia,2001,157.18,3.91,13.75,1206.99,22345.85,5.00,123.08,-15.07,1120.93,194.31,199.86,18.77,69.90,2070.03,469.13,401.59,48.19,551.27,2930.97,1000.82,0.00,0.00,2.66,1010938.00,1408838.00,1228209.00,1244391.00,32919.16,1.40
Uzbekistan,2008,19.05,0.00,437.97,208.02,0.00,138.39,616.03,-11605.24,0.00,11489.83,1161.33,8300.46,68.33,2651.05,17.70,4042.62,7304.85,1023.27,2262.67,2244.91,0.00,0.00,2541.83,13860930.00,13854895.00,13844798.00,13882013.00,32923.07,0.83
Papua New Guinea,1993,137.25,794.73,0.33,2.30,17636.00,5.00,59.62,0.00,4137.05,12.83,2.27,42.16,67.63,209.40,209.59,7952.56,42.59,53.63,53.26,526.81,0.00,725.32,253.22,3979329.00,671840.00,2264275.00,2027313.00,32923.59,0.39
Romania,1998,0.42,32.58,916.62,13.53,535.10,334.00,911.66,0.00,110.00,2128.05,415.61,709.25,1252.35,3402.93,2757.32,2340.41,9861.70,1486.01,1239.43,2767.25,0.00,0.00,1755.30,10485543.00,11972534.00,10755933.00,11405309.00,32969.53,0.37
Greece,2011,12.67,15.34,267.99,436.29,1284.32,216.00,1476.21,0.00,0.00,4449.45,3589.56,1802.17,717.79,4841.63,2395.39,293.56,7183.60,374.32,1341.99,787.49,0.00,0.00,1507.68,2667285.00,8755520.00,5427544.00,5577181.00,32993.45,0.28
Mongolia,2006,609.61,4.33,12.33,309.94,22450.11,6.00,142.58,-15.07,1120.93,257.90,322.09,26.32,67.63,2296.67,458.14,398.71,112.20,507.72,3102.06,813.80,0.00,0.00,8.00,932771.00,1625241.00,1284280.00,1296962.00,33012.00,1.57
Uganda,2011,951.26,45.42,247.16,176.40,5866.16,2.00,196.04,-2016.87,10472.16,13.38,2420.37,0.33,12.35,5325.06,34.36,387.33,557.10,381.47,6743.59,857.53,0.00,44.00,318.28,28110753.00,6982895.00,16395857.00,16899880.00,33034.87,1.14
Papua New Guinea,1994,137.25,794.73,0.37,2.39,17636.00,7.00,60.24,0.00,4137.05,12.59,5.00,41.39,67.63,211.07,209.59,8049.48,46.56,57.43,52.74,569.33,0.00,725.32,253.22,4090243.00,680363.00,2344706.00,2106988.00,33076.40,0.33
Trinidad and Tobago,2006,0.68,0.42,0.38,6.64,0.00,36.90,262.36,51.98,84.37,441.52,572.11,126.81,88.27,777.13,409.22,13957.89,16086.40,42.13,62.42,36.04,0.00,0.42,74.62,589300.00,713844.00,680461.00,696458.00,33118.71,0.77
Austria,2020,0.06,0.13,288.83,926.34,287.68,90.00,1726.75,-7440.29,225.94,1110.27,1273.79,162.96,676.06,1468.49,1248.72,1953.63,25895.92,567.34,390.18,1452.05,0.00,0.00,913.08,3622850.00,5159360.00,4382851.00,4524926.00,33217.94,2.24
Kenya,2014,108.36,0.26,309.90,55.64,158.35,29.00,851.04,25.83,8157.70,102.64,171.96,8.27,72.07,6454.79,49.28,356.49,2636.81,365.33,12219.19,1075.64,0.00,0.00,148.07,34416636.00,11607614.00,22770037.00,23061826.00,33356.64,1.04
Cambodia,2004,1339.83,8702.96,394.24,9215.76,0.00,17.78,164.93,-1017.59,4590.33,169.95,149.72,127.11,69.90,1492.42,482.24,356.49,34.03,360.27,826.26,1413.32,0.00,4467.83,0.26,10574098.00,2489279.00,6416257.00,6600114.00,33358.03,0.63
Mongolia,1999,391.09,265.82,16.96,544.12,22361.78,6.00,102.14,-64.00,1281.84,127.26,218.27,13.64,67.63,1980.89,451.20,401.59,61.19,639.66,3255.46,1189.56,0.00,0.00,48.02,1030697.00,1345465.00,1204825.00,1223662.00,33360.14,1.74
Austria,2018,0.00,1.69,247.28,926.34,286.99,86.00,1962.97,-7440.29,225.94,1163.24,1379.97,176.47,699.48,1471.83,1231.02,2035.65,25531.23,576.38,400.34,1466.64,0.00,0.00,973.23,3649748.00,5102072.00,4347802.00,4492710.00,33402.42,2.58
Algeria,2004,53.20,12.34,320.77,2.52,0.00,28.00,1639.10,-2405.50,0.00,12184.52,405.81,95.34,387.93,8016.45,670.05,603.02,8065.16,121.63,2843.60,278.55,0.00,0.00,114.82,12127441.00,20703655.00,16578139.00,15932047.00,33437.31,1.02
Belgium,2000,0.00,0.23,164.33,715.87,211.14,361.00,1865.18,-5183.70,1004.61,1693.95,1690.58,77.13,920.96,2254.70,2409.58,1953.63,16338.57,1025.71,548.56,2783.03,0.00,0.00,2637.72,295224.00,9986809.00,5019366.00,5244976.00,33472.77,1.59
Morocco,2011,3.02,0.00,639.08,19.91,0.00,187.00,1651.72,-2257.97,817.50,7488.31,532.36,2051.52,371.58,5549.10,1537.94,2378.59,5493.55,196.70,4194.38,415.12,0.00,0.00,2330.33,13609908.00,19248915.00,16525679.00,16378020.00,33599.74,1.48
Chad,2001,4371.20,1026.34,116.16,170.85,0.00,2.00,39.20,2.47,16672.78,45.46,69.24,5.12,67.63,1036.06,421.13,356.49,35.93,115.88,7244.87,757.14,0.00,1014.70,37.10,6785780.00,1877232.00,4253942.00,4284862.00,33607.77,0.44
Trinidad and Tobago,2011,0.00,0.00,0.49,8.24,0.00,6.00,322.98,28.71,83.42,460.31,618.82,126.81,100.51,799.82,409.22,14846.72,15580.80,48.39,68.70,40.82,0.00,0.00,99.01,616193.00,718595.00,700632.00,719388.00,33649.78,0.59
Mongolia,1998,484.61,870.11,18.96,493.60,22333.45,7.00,96.31,-64.00,1281.84,123.16,240.54,13.22,67.63,1932.11,451.20,401.59,61.59,607.10,3103.92,1135.55,0.00,0.00,29.34,1020702.00,1334888.00,1193744.00,1211405.00,33688.82,2.18
Greece,1995,15.98,28.83,286.87,368.39,1298.24,14.00,1198.16,-2343.06,0.00,3667.22,1008.75,1924.71,1024.94,4858.32,1860.78,246.44,12750.14,384.26,1363.45,860.85,0.00,0.00,2876.87,3008228.00,7781147.00,5332490.00,5395436.00,33694.14,0.10
Kenya,2015,101.47,35.04,333.29,57.70,158.35,26.00,1046.35,25.83,8157.70,91.41,172.31,5.60,72.07,6512.60,37.73,356.49,2821.77,367.33,12238.86,1096.30,0.00,0.00,90.10,35116503.00,12119756.00,23268540.00,23582948.00,33804.30,1.24
Iraq,2019,686.83,0.00,456.81,1000.96,0.00,10.00,3859.33,44.33,451.77,5603.41,240.72,431.04,6.38,11237.49,0.40,182.19,7421.20,97.64,1864.29,226.09,0.00,0.00,,11849769.00,28562530.00,20788703.00,20774818.00,33820.88,1.60
Greece,2001,3.86,0.13,281.08,297.88,1293.68,141.00,1411.38,-2492.96,0.00,4078.07,1788.72,2367.46,960.67,5540.38,2080.57,260.31,10265.60,388.68,1401.52,833.90,0.00,0.00,2972.45,3029532.00,8154866.00,5516119.00,5556062.00,33874.36,0.97
Mongolia,2008,409.89,7.18,17.74,309.94,22471.56,6.00,188.38,-15.07,1120.93,283.86,264.86,35.72,70.52,2386.55,489.25,398.71,159.48,579.10,3790.17,908.12,0.00,0.00,2.66,904588.00,1723543.00,1311312.00,1322575.00,33885.56,1.73
Cambodia,2008,1154.53,6399.71,576.92,11419.41,0.00,38.39,248.87,-1017.59,4590.33,354.87,210.53,127.11,325.13,1565.53,880.84,367.17,410.03,395.44,934.61,1488.05,0.00,3446.07,0.31,11163903.00,2716606.00,6893678.00,7050210.00,33916.25,0.31
Cambodia,2006,1136.69,7502.63,521.93,10995.79,0.00,25.87,194.70,-1017.59,4590.33,240.64,190.45,127.11,69.90,1535.98,482.24,356.49,36.33,393.42,903.65,1567.87,0.00,4087.04,0.30,10874842.00,2599647.00,6653611.00,6824167.00,33941.75,0.84
Uganda,2010,1867.44,55.88,236.80,170.52,5866.16,2.00,173.96,-2016.87,10472.36,12.86,2219.16,0.29,6.09,5260.04,614.45,387.33,491.10,372.53,6563.70,832.10,0.00,45.66,312.49,27341361.00,6573772.00,15916868.00,16424860.00,33946.04,1.37
Belgium,2009,0.01,0.00,203.16,715.87,199.89,103.00,2073.62,-3224.37,50.22,1482.45,2838.06,222.25,748.82,2004.88,3150.91,2012.45,15447.28,878.73,474.26,2383.16,0.00,0.00,2185.43,260273.00,10600017.00,5292819.00,5508537.00,33950.08,1.17
Mongolia,2010,128.40,0.42,28.64,319.68,22499.79,6.00,170.72,-15.07,1120.93,457.46,388.73,41.43,332.01,2445.28,1221.43,398.71,237.61,465.39,2929.13,757.42,0.00,0.00,19.74,879794.00,1832856.00,1346373.00,1356147.00,33953.87,0.46
Greece,1996,17.34,30.74,280.88,403.76,1297.82,22.00,1230.13,-2343.06,0.00,3479.02,985.09,1892.69,1052.89,4998.28,1868.26,248.99,12976.78,384.13,1379.75,853.65,0.00,0.00,2935.49,3020671.00,7860241.00,5374143.00,5429663.00,33994.62,-0.14
Austria,2013,0.00,1.04,241.37,926.34,287.28,55.00,1839.78,-7516.85,354.29,1197.68,1225.05,190.25,683.31,1589.89,1285.18,1933.27,26224.46,588.71,400.58,1509.51,0.00,0.00,995.64,3659591.00,4918191.00,4139378.00,4340160.00,34011.78,1.27
Greece,2002,1.63,0.78,273.23,317.03,1293.01,125.00,1440.86,-2492.96,0.00,4079.52,1942.68,2070.33,959.11,3665.66,2102.15,262.84,12162.85,383.39,1414.36,814.40,0.00,0.00,3252.84,2994553.00,8222246.00,5526897.00,5569720.00,34068.71,0.66
Papua New Guinea,1996,40.19,464.09,0.45,2.39,19470.48,5.00,62.54,0.00,4137.05,13.82,12.92,42.83,67.63,221.24,209.59,8031.55,58.01,62.98,49.96,632.70,0.00,364.39,253.22,4324260.00,698177.00,2512733.00,2273162.00,34203.04,0.54
Portugal,2011,24.00,7.28,59.35,443.62,262.64,215.00,1408.09,-1112.58,0.00,2129.42,1365.07,302.35,513.63,2990.20,1359.21,396.55,20240.02,493.47,480.47,1483.67,0.00,0.00,1161.98,4126097.00,6499233.00,5045028.00,5519798.00,34223.44,1.62
Greece,2006,7.74,5.07,259.49,327.78,1289.28,5.00,1633.19,-2492.96,0.00,4026.17,2917.77,2024.72,870.30,4092.24,2411.48,194.94,10878.95,386.88,1363.29,826.98,0.00,0.00,3202.26,2854291.00,8484479.00,5515042.00,5591051.00,34230.56,0.19
Austria,2012,0.01,0.39,245.67,926.34,285.44,66.00,1744.09,-7516.85,354.29,1174.05,1231.14,192.13,626.99,1592.99,1448.93,1953.63,26421.71,591.51,403.67,1519.42,0.00,0.00,979.43,3650043.00,4867505.00,4110745.00,4318891.00,34240.97,1.60
Cambodia,2007,1251.51,7310.39,552.38,11212.46,0.00,34.54,239.99,-1017.59,4590.33,317.05,197.33,127.11,162.02,1550.42,596.17,358.98,88.83,392.87,920.97,1509.76,0.00,3927.04,0.30,11021653.00,2655040.00,6775426.00,6939365.00,34322.86,0.64
Uganda,2013,1337.46,46.15,250.07,182.28,5860.91,1.00,262.96,-2016.87,10472.16,3.45,2859.61,0.02,8.45,5440.35,64.91,387.33,552.11,395.57,7036.55,894.97,0.00,39.56,278.02,29683100.00,7870626.00,17387215.00,17886355.00,34357.01,1.06
Greece,1997,18.49,36.41,282.61,410.45,1297.53,54.00,1279.37,-2343.06,0.00,3446.27,1103.35,2002.92,1111.42,5061.12,1849.09,252.86,12949.64,383.43,1385.37,848.43,0.00,0.00,2934.94,3029834.00,7931289.00,5413066.00,5462208.00,34364.65,-0.28
Trinidad and Tobago,2009,0.25,0.28,0.42,6.89,0.00,3.00,308.23,51.98,84.37,481.44,624.79,126.81,88.72,790.31,409.22,15053.82,16194.80,45.77,67.16,39.21,0.00,0.28,85.48,605125.00,716493.00,691855.00,709337.00,34463.22,0.62
Mongolia,2011,891.02,38.37,35.20,319.68,22559.84,6.00,205.73,0.00,153.99,443.85,435.92,42.76,332.01,2505.51,1233.81,398.71,250.27,514.49,3245.07,832.14,0.00,0.00,23.20,884714.00,1876802.00,1366548.00,1377389.00,34467.56,0.62
Russian Federation,2020,5538.79,3335.08,8736.13,1536.13,52839.66,2225.00,20165.71,-622211.74,34533.95,62575.40,13412.36,7390.71,15809.34,32948.30,31116.87,42289.82,283927.26,6879.35,3945.28,12348.46,0.00,0.00,15126.93,36300573.00,107486269.00,67643172.00,77974156.00,34468.79,3.56
Uganda,2012,1801.85,98.13,249.34,180.32,5865.14,1.00,235.98,-2016.87,10472.16,7.37,2630.59,0.15,10.91,5381.75,53.15,387.33,609.11,391.12,6929.21,881.79,0.00,90.63,233.99,28891600.00,7415196.00,16886179.00,17387117.00,34494.13,1.09
Uzbekistan,1993,25.04,30.07,162.17,1112.10,0.00,230.29,681.90,-793.56,0.00,1348.02,313.26,8014.54,523.60,1685.37,1800.70,3835.12,5813.59,769.59,1686.35,1644.77,0.00,0.00,5656.82,12549208.00,9382482.00,11072185.00,11013733.00,34539.73,-0.56
Mongolia,1997,858.68,1670.39,21.65,559.51,22300.92,6.00,102.88,-64.00,1281.84,100.85,223.97,29.97,67.63,1879.88,464.29,401.59,63.69,580.17,2919.81,1089.02,0.00,0.00,18.68,1011019.00,1324676.00,1182681.00,1199090.00,34577.42,1.85
Belgium,2002,0.00,0.00,168.80,715.87,205.25,292.00,1923.81,-3224.37,50.22,1757.29,2005.95,79.26,837.86,2319.82,2323.29,2012.45,16928.24,968.40,525.81,2606.14,0.00,0.00,2099.15,285916.00,10078969.00,5065038.00,5290530.00,34595.23,1.57
Mongolia,2007,876.97,10.41,11.06,309.94,22478.42,7.00,176.13,-15.07,1120.93,333.29,274.00,31.17,321.47,2341.19,790.56,398.71,139.90,572.04,3554.03,907.43,0.00,0.00,8.00,918387.00,1673283.00,1296789.00,1308854.00,34647.56,2.70
Saudi Arabia,1990,8.15,0.00,265.87,0.00,0.00,23.00,5347.47,0.00,0.00,3746.49,1610.82,1004.17,74.71,6151.69,333.39,127.37,14638.63,53.02,1161.78,138.30,0.00,0.00,,3823302.00,12503513.00,9114257.00,6890505.00,34684.86,0.32
Belgium,2001,0.00,0.00,152.35,715.87,209.56,369.00,1926.87,-3224.37,50.22,1782.66,1829.76,76.43,898.38,2358.98,2365.20,2012.45,16538.29,1001.48,551.24,2681.25,0.00,0.00,2494.18,290416.00,10028603.00,5041778.00,5267478.00,34789.78,1.07
Uzbekistan,1992,25.04,30.07,168.67,1120.22,0.00,230.29,739.39,-793.56,0.00,1156.54,351.44,8164.66,523.60,1556.24,1698.80,3921.69,6450.20,761.65,1659.87,1608.21,0.00,0.00,5456.63,12371162.00,9072291.00,10819157.00,10768981.00,34829.66,0.27
Greece,2004,1.63,0.65,282.18,334.36,1290.44,55.00,1543.29,-2492.96,0.00,4061.27,2353.33,2220.05,977.05,3769.55,2445.10,258.47,12117.49,390.87,1401.35,850.93,0.00,0.00,2983.69,2922112.00,8348364.00,5530181.00,5584909.00,34843.76,0.42
Papua New Guinea,1995,137.25,794.73,0.41,2.39,19490.51,5.00,60.49,0.00,4137.05,12.81,8.92,41.65,67.63,214.66,209.59,8049.48,52.29,61.03,51.09,611.62,0.00,725.32,253.22,4205137.00,689139.00,2427513.00,2188925.00,34987.15,0.66
Kazakhstan,2007,3782.00,11.58,1515.37,537.89,0.00,39.00,1536.62,-2993.69,1480.05,2921.23,2410.88,549.72,2108.98,2211.43,5065.31,428.95,5768.92,877.88,2352.94,1754.87,0.00,0.00,2634.12,6873733.00,8967622.00,7605688.00,8400448.00,34994.08,1.89
Uganda,2014,1175.26,69.42,258.54,186.20,5860.79,1.00,295.98,-2016.87,10472.16,4.89,3189.73,0.05,12.32,5489.65,91.42,387.33,598.11,393.54,7236.97,904.02,0.00,65.93,323.09,30482665.00,8350673.00,17920438.00,18416102.00,34999.51,1.11
Austria,2014,0.39,1.30,290.03,926.34,287.41,59.00,1810.09,-7516.85,354.29,1078.21,1199.79,161.26,651.21,1574.47,1260.96,1933.27,27492.17,586.09,400.86,1497.86,0.00,0.00,989.32,3666869.00,4966351.00,4177774.00,4368292.00,35037.48,2.41
Kazakhstan,2005,6161.70,0.52,1116.10,522.51,0.00,141.00,1093.54,-2993.69,1480.05,2135.11,1789.51,3537.34,1558.53,1917.24,3699.69,51.18,5030.59,813.57,2105.77,1632.20,0.00,0.00,3252.69,6766257.00,8775200.00,7439667.00,8216582.00,35045.15,1.65
Austria,2015,0.00,0.00,255.14,926.34,287.41,64.00,1843.48,-7516.85,354.29,1181.25,1293.10,180.65,685.90,1514.53,1344.67,2012.45,27158.37,586.32,401.08,1496.00,0.00,0.00,983.93,3669727.00,5008930.00,4236408.00,4406012.00,35052.05,2.31
Papua New Guinea,1998,35.15,575.56,0.50,2.16,20091.48,5.00,62.15,0.00,4137.05,16.13,11.59,34.34,67.63,231.20,209.59,7929.22,58.55,67.39,49.09,675.50,0.00,479.57,323.57,4574282.00,716896.00,2690481.00,2448347.00,35062.42,0.97
Algeria,2005,49.76,44.17,278.80,2.34,0.00,28.00,1743.36,-2405.50,0.00,12728.90,380.47,94.50,482.40,8103.78,788.29,478.11,8852.65,121.15,2879.81,280.96,0.00,0.00,134.12,12040491.00,21247946.00,16806416.00,16150274.00,35066.07,1.22
Morocco,2012,6.11,5.45,441.68,71.74,0.00,199.00,1676.31,-2257.97,817.50,7845.75,547.57,2089.59,399.94,5587.41,1680.66,2622.14,6110.49,197.64,4185.70,417.35,0.00,0.00,2430.76,13619442.00,19714347.00,16757724.00,16594445.00,35074.83,1.31
Portugal,2010,56.52,22.50,55.11,410.94,263.53,197.00,1512.59,-164.50,445.11,2056.75,1238.43,265.74,456.96,3051.84,1329.20,338.56,19876.44,487.08,476.41,1448.59,0.00,0.00,1273.56,4200496.00,6451825.00,5064023.00,5524378.00,35098.38,1.11
Mongolia,2009,208.30,51.91,30.63,338.49,22493.11,6.00,172.40,-15.07,1120.93,414.62,339.36,35.37,332.01,2430.84,1233.81,398.71,147.24,600.60,3843.73,940.46,0.00,0.00,16.26,891731.00,1776558.00,1328168.00,1338545.00,35139.73,1.14
Trinidad and Tobago,2010,3.91,7.91,0.43,6.99,0.00,4.00,325.17,51.98,84.37,472.78,613.48,126.81,118.74,796.84,409.22,15405.86,16480.80,46.53,68.26,39.68,0.00,7.91,106.32,610599.00,717501.00,696056.00,714240.00,35178.01,1.20
Morocco,2013,4.04,0.00,710.50,39.20,0.00,210.00,1729.92,-2257.97,817.50,7730.33,517.14,2039.36,454.51,5639.71,1773.34,2110.43,6377.95,202.09,4287.61,426.97,0.00,0.00,2522.21,13631417.00,20193352.00,16990792.00,16812735.00,35334.84,1.23
Central African Republic,1996,14530.09,2518.41,9.78,22.27,31.53,1.00,11.67,0.00,13917.20,2.44,46.71,1.98,67.63,512.88,209.59,356.49,17.51,70.26,1347.28,188.34,0.00,1492.58,11.16,2153836.00,1281985.00,1695846.00,1667724.00,35366.80,0.06
Greece,1998,46.37,230.13,267.80,370.45,1296.96,50.00,1408.75,-2343.06,0.00,3445.34,1241.16,2123.35,999.98,5108.41,1967.91,255.28,13376.40,385.04,1386.90,852.93,0.00,0.00,2937.98,3035811.00,7994582.00,5448020.00,5491456.00,35408.08,0.51
Cambodia,2009,1228.85,6644.49,615.13,11687.01,0.00,50.77,324.93,-1017.59,4590.33,424.68,217.22,127.86,325.13,1580.67,1307.58,380.42,386.03,406.13,963.37,1498.08,0.00,3676.08,0.48,11282037.00,2808171.00,7001368.00,7154373.00,35417.66,0.55
Mongolia,2000,508.71,662.28,13.30,1971.03,22376.61,6.00,120.31,-64.00,1281.84,132.03,250.73,17.13,67.63,2024.21,451.20,401.59,56.39,635.31,3336.69,1190.50,0.00,0.00,2.66,1027711.00,1369725.00,1216362.00,1234617.00,35442.16,0.83
Greece,2008,14.74,6.11,302.42,354.65,1287.20,137.00,1638.37,-2492.96,0.00,4501.53,3555.27,2362.91,940.19,4387.37,2419.13,149.72,10555.14,387.06,1364.05,819.01,0.00,0.00,2795.39,2790077.00,8629570.00,5485148.00,5588476.00,35484.30,1.05
Chad,2002,5287.65,1256.32,102.43,203.45,0.00,2.00,40.41,2.47,16672.78,48.76,87.53,6.24,67.63,1059.29,427.70,356.49,37.23,122.28,7656.67,801.32,0.00,1221.13,38.71,7048105.00,1953584.00,4406601.00,4431767.00,35498.51,0.71
Mongolia,2012,1100.12,7.56,37.60,435.02,22579.01,7.00,238.96,0.00,153.99,456.07,513.72,47.97,332.01,2550.11,1233.81,398.71,281.29,579.79,3627.07,927.57,0.00,0.00,9.33,899714.00,1914512.00,1389613.00,1402736.00,35516.72,0.09
Portugal,2012,36.37,15.73,60.46,439.93,262.53,201.00,1298.85,-1112.58,0.00,2292.10,1499.95,371.61,486.89,2903.11,1394.47,372.62,21524.03,493.47,471.65,1488.03,0.00,0.00,1105.64,4046172.00,6535649.00,5016075.00,5506011.00,35605.87,0.83
Greece,2007,119.51,69.39,254.15,361.11,1288.19,163.00,1689.36,-2492.96,0.00,4355.24,3312.43,2209.16,1086.26,4223.23,2481.70,199.04,10835.07,388.62,1365.84,828.05,0.00,0.00,2890.57,2822571.00,8558326.00,5501219.00,5590274.00,35626.95,1.01
Austria,2019,0.00,0.39,277.85,926.34,287.67,79.00,1968.69,-7440.29,225.94,1124.88,1289.20,166.08,710.93,1470.26,1222.91,1953.63,28022.69,569.53,394.74,1451.73,0.00,0.00,971.58,3636627.00,5129574.00,4367948.00,4511992.00,35673.74,2.47
Trinidad and Tobago,2020,0.66,0.00,0.48,7.06,0.00,32.00,244.00,43.51,82.37,428.96,1237.25,122.18,57.36,826.34,389.71,17226.06,14752.80,51.34,76.67,43.54,0.00,0.00,71.75,644583.00,733146.00,749174.00,768972.00,35694.03,1.37
Austria,2017,0.21,0.65,252.28,926.34,287.43,78.00,1946.65,-7440.29,225.94,1228.39,1388.97,185.98,686.87,1476.90,1264.57,1933.27,27831.23,584.69,404.07,1485.70,0.00,0.00,982.75,3660707.00,5074746.00,4325485.00,4472011.00,35730.61,1.73
